Class,Pos,BoatName,Owner,Total
Laser SB3,47,NEVER SAY NEVER,,323.0
Laser SB3,48,BELASERD,,349.0
Laser SB3,49,HEADLESS CHICKEN,,352.0
Laser SB3,50,JUPITER,,334.0
Laser SB3,51,RED KITE,,344.0
Laser SB3,52,RESERVOIR DOGS,,372.0
Laser SB3,53,BARBARIAN,,366.0
Laser SB3,54,TEAM SAILTIME,,367.0
Laser SB3,55,CHINA GIRL,,388.0
Laser SB3,56,AIR TIGHT,,389.0
Laser SB3,57,SAIL NAVY,,366.5
Laser SB3,58,SHAKOUSH,,382.0
Laser SB3,59,SBEED,,400.0
Laser SB3,60,NO SURRENDER,,404.0
Laser SB3,61,ROYAL SIGNALS,,399.0
Laser SB3,62,HOOLIGAN,,422.0
Laser SB3,63,GERONIMO,,424.0
Laser SB3,64,RIBIDIUM,,426.0
Laser SB3,65,TWERK,,431.7
Laser SB3,66,SUPERGAV,,433.0
Laser SB3,67,SCOUNDREL THE TIRD,,433.0
Laser SB3,68,HOTEL CALIFORNIA,,433.0
Laser SB3,69,TALKTALK,,457.0
Laser SB3,70,WATER MUSIC VI,,446.0
Laser SB3,71,DENALI,,449.5
Laser SB3,72,OZONIC,,467.0
Laser SB3,73,SEASCAPE MEDIA,,467.0
Laser SB3,74,TRIPLE SAMBUCA,,469.0
Laser SB3,75,SAIL ARMY,,476.0
Laser SB3,76,CLOUD 9,,482.0
Laser SB3,77,TRUNK MONKEY,,493.0
Laser SB3,78,BLOO,,500.0
Laser SB3,79,GO HARD OR GO HOME,,526.0
Laser SB3,80,TEAM WINCH,,530.0
Laser SB3,81,WET DREAM,,558.0
Laser SB3,82,MUSTIGO II,,579.0
Laser SB3,83,WOOSTERSTOCK,,588.0
Multihull,1,CARBON TIGER 2,,25.0
Multihull,2,BUZZ,,26.0
Multihull,3,TEAM EBERSPACHER,,33.0
Multihull,4,TRIPTYCH,,42.0
Multihull,5,FREEBIRD,,42.0
Multihull,6,VELOX,,58.0
Multihull,7,TIME RAIDER,,69.0
Multihull,8,CHIMERA,,75.0
Multihull,9,SWIFT,,80.0
Multihull,10,CHARLESTON,,96.0
Multihull,10,IVAN 32,,96.0
Ondeck 65/68,1,SPIRIT OF ISIS,,41.0
Ondeck 65/68,2,SPIRIT OF JUNO,,42.0
Ondeck 65/68,3,SPIRIT OF MINERVA,,44.0
Ondeck 65/68,4,HULL AND HUMBER,,66.0
Ondeck 65/68,5,LIVERPOOL,,78.0
Ondeck 65/68,6,SPIRIT OF DIANA,,80.0
Ondeck 65/68,7,SINGAPORE,,90.0
Ondeck 65/68,8,DURBAN,,100.0
Ondeck 65/68,9,GLASGOW,,102.0
Ondeck 65/68,10,NEW YORK,,108.0
Ondeck 65/68,11,QINGDAO,,120.0
Ondeck 65/68,11,NOVA SCOTIA,,120.0
Ondeck 65/68,11,WESTERN AUSTRALIA,,120.0
Ondeck 65/68,11,JAMAICA,,120.0
Nautor's Swan Trophy,1,DESPERADO,,30.0
Nautor's Swan Trophy,2,WHITE HEATHER,,25.0
Nautor's Swan Trophy,3,XARA,,36.0
Nautor's Swan Trophy,4,ALFA HELIX,,37.0
Nautor's Swan Trophy,5,CISNE,,54.0
Nautor's Swan Trophy,6,AELANA,,54.0
Nautor's Swan Trophy,7,SWAN GALIANA,,50.0
Nautor's Swan Trophy,8,LUTINE,,63.0
Nautor's Swan Trophy,9,QUESTAR,,79.0
Nautor's Swan Trophy,10,GLADEYE,,100.0
Nautor's Swan Trophy,11,SWAN VALHALLA,,106.0
Nautor's Swan Trophy,12,NORTHERN CHILD,,112.0
Nautor's Swan Trophy,12,STARCHASER,,112.0
Quarter Ton,1,ESPADA,,25.0
Quarter Ton,2,BULLET,,35.0
Quarter Ton,3,AYANAMI,,38.0
Quarter Ton,4,ECHO,,55.0
Quarter Ton,5,SGT PEPPER,,47.0
Quarter Ton,6,GOOGLE-EYE,,47.0
Quarter Ton,7,RUNAWAY BUS,,72.0
Quarter Ton,8,ARBITRATOR,,71.5
Quarter Ton,9,SENATOR INCITATUS,,79.5
Quarter Ton,10,DIAMOND,,81.0
Quarter Ton,11,RABLO,,84.0
Quarter Ton,12,FAVORS,,95.0
Quarter Ton,13,NEEDLEWORK,,122.0
Quarter Ton,14,GREAT BEAR IV,,128.0
Quarter Ton,14,ODD JOB,,128.0
Redwing,1,REDSTART II,,35.0
Redwing,2,TOUCAN,,80.0
Redwing,3,LADY LAETITIA,,93.0
Redwing,4,HARLEQUIN,,96.5
Redwing,5,CAPELLA II,,79.0
Redwing,6,GOSLING,,90.0
Redwing,7,SKUA,,116.5
Redwing,8,PLOVER,,90.0
Redwing,9,SNOWGOOSE II,,108.0
Redwing,10,SISKIN,,115.0
Redwing,11,RED GAUNTLET II,,122.0
Redwing,12,AVOCET,,133.0
Redwing,13,MUSICUS,,135.0
Redwing,14,ENIGMA,,122.0
Redwing,15,RED WITCH,,114.0
Redwing,16,FLAMINGO,,130.0
Redwing,17,LADYBIRD,,142.0
Redwing,18,KESTREL,,158.0
Redwing,19,TARA,,162.0
Redwing,20,ROSETTA,,165.0
Redwing,21,GOOSE,,169.0
Redwing,22,PRAWN,,171.0
Redwing,23,PAROQUET,,180.0
Redwing,24,KINGFISHER,,172.0
Redwing,25,NAUTILUS,,183.0
Redwing,26,TARPON,,184.0
Redwing,27,REDWING,,201.0
Redwing,28,QUINTESSENCE,,211.0
Redwing,29,CURLEW,,211.0
Redwing,30,FLYCATCHER,,214.0
Redwing,31,GANNET,,238.0
RS Elite,1,E'TU,,16.0
RS Elite,2,DUEL,,24.0
RS Elite,3,CIAO BELLA,,28.0
RS Elite,4,RS SAILING.COM,,29.0
RS Elite,5,ELLANORE,,30.0
RS Elite,6,TNT,,36.0
RS Elite,7,ECLIPSE,,39.0
Seaview Mermaid,1,SHEEN,,18.0
Seaview Mermaid,2,CYNTHIA,,21.0
Seaview Mermaid,3,DRAGONFLY,,42.0
Seaview Mermaid,4,AMETHYST,,54.0
Seaview Mermaid,5,BLUEBELL,,51.0
Seaview Mermaid,6,MIRANDA,,66.0
Seaview Mermaid,7,AD ASTRA,,72.0
Seaview Mermaid,8,HALLUF,,65.0
Seaview Mermaid,9,JADE,,67.0
Seaview Mermaid,10,SIRENA,,69.0
Seaview Mermaid,11,SCUTTLE 62,,83.0
Seaview Mermaid,12,ZARA,,79.0
Seaview Mermaid,13,SCUTTLE,,88.0
Seaview Mermaid,14,NAOMI,,100.0
Seaview Mermaid,15,ROSEMARY,,106.0
Solent Sunbeam,1,DANNY,,16.0
Solent Sunbeam,2,DAISY,,21.0
Solent Sunbeam,3,QUERY,,40.3
Solent Sunbeam,4,FLEURY,,42.0
Solent Sunbeam,5,FAY,,45.0
Solent Sunbeam,6,PENNY,,64.0
Solent Sunbeam,7,LITTLE LADY,,53.0
Solent Sunbeam,8,EMILY,,57.0
Solent Sunbeam,9,COMEDY,,93.0
Solent Sunbeam,10,DAINTY,,88.0
Solent Sunbeam,11,HONEY,,92.0
Solent Sunbeam,12,ARGOSY,,100.0
Solent Sunbeam,13,MELODY,,109.0
Solent Sunbeam,14,BRYONY,,110.0
Solent Sunbeam,15,SPRAY,,116.0
Solent Sunbeam,16,HARMONY,,122.0
Solent Sunbeam,17,WHY,,120.0
Solent Sunbeam,18,VANITY,,152.0
Sonar,1,REPOST,,18.0
Sonar,2,WHATEVER,,17.0
Sonar,3,BERTIE,,28.0
Sonar,4,WE'RE HERE,,35.0
Sonar,5,JENNY,,35.0
Sonar,6,DISCOVERY,,66.0
Sonar,7,BLEW BAYOU2,,72.0
Sonar,8,WISCONSIN,,75.0
Sonar,9,DISCO,,70.0
Sonar,10,JOSH,,92.0
Sonar,11,SINFUL,,88.0
Sonar,12,DOLPHIN,,98.0
Sonar,13,FISCAL,,85.0
Sonar,14,MISCHIEF,,119.0
Sonar,15,BISCUIT,,126.0
Sonar,16,HIBISCUS,,129.0
Sonar,17,PISCES,,125.0
Sonar,18,PERISCOPE,,135.0
Sonar,19,GERONIMO,,134.0
Sonata,1,THE APPRENTICE,,13.0
Sonata,2,FRANKIE THE RHINO,,17.0
Sonata,3,G-STRING,,41.0
Sonata,4,PIZZICATO,,48.0
Sonata,5,FSHARP,,49.0
Sonata,6,DOLLY,,62.0
Sonata,7,SHARP,,76.0
Sonata,8,XANTZ,,73.0
Sonata,9,PRESTO,,75.0
Sonata,10,FAT HEN,,84.0
Sonata,11,RODEO,,87.0
Sonata,12,BARRACUDA,,89.0
Sonata,13,SELENE,,109.0
Sonata,14,SCHERZO,,120.0
Sportsboats,1,FER DE LANCE,,21.0
Sportsboats,2,ABSTENSION II,,19.0
Sportsboats,3,HALLUCINATION,,30.0
Sportsboats,4,MAD MAX,,46.0
Sportsboats,5,RADIO STAR,,47.0
Sportsboats,6,JUPITER,,50.0
Sportsboats,7,SIXPACK,,65.0
Sportsboats,8,CATCH,,72.0
Squib,1,PANI MUNTA,,15.0
Squib,2,GHOST RIDER,,15.0
Squib,3,SASKIA V,,61.0
Squib,4,AQUABAT,,63.0
Squib,5,EASTWIND,,100.0
Squib,6,FIRECRACKER TOO,,99.0
Squib,7,LEE DECK,,66.5
Squib,8,SQUIBLISSITUDE,,131.0
Squib,9,OSPREY,,105.0
Squib,10,POSH TOTTY,,145.0
Squib,11,JESS,,121.0
Squib,12,PARAMOUR,,156.0
Squib,13,HALCYON,,158.0
Squib,14,FIRESTREAK,,117.0
Squib,15,MR BUMBLE,,144.0
Squib,16,SATU,,147.5
Squib,17,CONFUSION,,125.0
Squib,18,POLYPHAGUS,,171.0
Squib,19,HUSSY,,133.0
Squib,20,ALDEBARAN,,175.0
Squib,21,SCARAB 2,,184.0
Squib,22,WHIZZARD,,167.0
Squib,23,ARTFUL DODGER,,168.0
Squib,24,BILLY RUFF'N,,179.0
Squib,25,ABNORM,,207.0
Squib,26,SEREN - WIB,,205.0
Squib,27,RHAPSODY IN BLUE,,200.0
Squib,28,VANESSA III,,224.0
Squib,29,WAVELENGTH,,240.0
Squib,30,BLUE SKIES,,242.0
Squib,31,KESTREL,,242.0
Squib,32,MINT SAUCE,,254.0
Squib,33,LIZ WHIZ,,257.0
Squib,34,ESME,,258.0
Squib,35,ICENI REBEL,,262.0
Squib,36,MERLIN,,270.0
Squib,37,ASTRON,,272.0
Squib,38,ALICE,,272.0
Squib,39,BEATRICE,,283.0
Squib,40,BLUESTREAK,,288.0
Sunsail 37,1,SUNSAIL 02,,24.0
Sunsail 37,2,SUNSAIL 09,,27.0
Sunsail 37,3,SUNSAIL 28,,52.0
Sunsail 37,4,SUNSAIL 34,,46.0
Sunsail 37,5,SUNSAIL 08,,90.0
Sunsail 37,6,SUNSAIL 37,,72.0
Sunsail 37,7,SUNSAIL 16,,79.0
Sunsail 37,8,SUNSAIL 14,,112.0
Sunsail 37,9,SUNSAIL 11,,116.0
Sunsail 37,10,SUNSAIL 12,,87.5
Sunsail 37,11,SUNSAIL 32,,90.0
Sunsail 37,12,SUNSAIL 30,,84.0
Sunsail 37,13,SUNSAIL 18,,88.0
Sunsail 37,14,SUNSAIL 17,,129.0
Sunsail 37,15,SUNSAIL 27,,115.0
Sunsail 37,16,SUNSAIL 19,,112.0
Sunsail 37,17,SUNSAIL 25,,136.0
Sunsail 37,18,SUNSAIL 01,,161.0
Sunsail 37,19,SUNSAIL 26,,177.0
Sunsail 37,20,SUNSAIL 29,,174.5
Sunsail 37,21,SUNSAIL 20,,160.0
Sunsail 37,22,SUNSAIL 06,,179.0
Sunsail 37,23,SUNSAIL 31,,198.0
Sunsail 37,24,SUNSAIL 10,,200.5
Sunsail 37,25,SUNSAIL 33,,202.0
Sunsail 37,26,SUNSAIL 15,,222.0
Sunsail 37,27,SUNSAIL 39,,213.0
Sunsail 37,28,SUNSAIL 03,,230.0
Sunsail 37,29,SUNSAIL 07,,238.0
Sunsail 37,30,SUNSAIL 23,,249.0
Sunsail 37,31,SUNSAIL 36,,246.0
Sunsail 37,32,SUNSAIL 38,,276.0
Sunsail 37,33,SUNSAIL 40,,290.0
Sunsail 37,34,SUNSAIL 13,,294.5
Sunsail 37,35,SUNSAIL 22,,299.0
Sunsail 37,36,SUNSAIL 49,C,301.0
Sunsail 37,37,SUNSAIL 21,,300.0
Sunsail 37,38,SUNSAIL 35,B,302.0
Sunsail 37,39,SUNSAIL 47,A,305.0
Sunsail 37,40,SUNSAIL 50,,305.0
Sunsail 37,41,SUNSAIL 53,A,319.0
Sunsail 37,42,SUNSAIL 44,B,318.0
Sunsail 37,43,SUNSAIL 24,,318.0
Sunsail 37,44,SUNSAIL 04,C,318.0
Sunsail 37,45,SUNSAIL 48,A,320.0
Sunsail 37,46,SUNSAIL 48,C,321.0
Sunsail 37,47,SUNSAIL 52,A,325.0
Sunsail 37,48,SUNSAIL 47,B,335.0
Sunsail 37,49,SUNSAIL 41,D,340.0
Sunsail 37,50,SUNSAIL 54,E,343.0
Sunsail 37,51,SUNSAIL 54,C,344.0
Sunsail 37,52,SUNSAIL 42,E,345.0
Sunsail 37,53,SUNSAIL 43,A,346.0
Sunsail 37,54,SUNSAIL 51,C,349.0
Sunsail 37,55,SUNSAIL 35,A,349.0
Sunsail 37,56,SUNSAIL 55,D,349.0
Sunsail 37,57,SUNSAIL 44,A,350.0
Sunsail 37,58,SUNSAIL 47,C,351.0
Sunsail 37,59,SUNSAIL 51,A,352.0
Sunsail 37,60,SUNSAIL 51,D,352.0
Sunsail 37,61,SUNSAIL 43,C,352.0
Sunsail 37,62,SUNSAIL 42,G,352.0
Sunsail 37,63,SUNSAIL 41,G,353.0
Sunsail 37,64,SUNSAIL 54,B,354.0
Sunsail 37,65,SUNSAIL 53,B,354.0
Sunsail 37,66,SUNSAIL 41,A,355.0
Sunsail 37,67,SUNSAIL 49,A,356.0
Sunsail 37,68,SUNSAIL 56,B,356.0
Sunsail 37,69,SUNSAIL 41,F,356.0
Sunsail 37,70,SUNSAIL 47,D,357.0
Sunsail 37,71,SUNSAIL 54,A,358.0
Sunsail 37,72,SUNSAIL 51,E,359.0
Sunsail 37,73,SUNSAIL 42,A,360.0
Sunsail 37,74,SUNSAIL 53,D,360.0
Sunsail 37,75,SUNSAIL 52,B,360.0
Sunsail 37,76,SUNSAIL 51,F,360.0
Sunsail 37,77,SUNSAIL 41,B,361.0
Sunsail 37,78,SUNSAIL 49,B,362.0
Sunsail 37,79,SUNSAIL 52,F,362.0
Sunsail 37,80,SUNSAIL 46,A,363.0
Sunsail 37,81,SUNSAIL 55,E,363.0
Sunsail 37,82,SUNSAIL 43,B,364.0
Sunsail 37,83,SUNSAIL 56,C,364.0
Sunsail 37,84,SUNSAIL 53,C,364.0
Sunsail 37,85,SUNSAIL 43,D,364.0
Sunsail 37,86,SUNSAIL 54,D,365.0
Sunsail 37,87,SUNSAIL 41,E,366.0
Sunsail 37,88,SUNSAIL 42,D,366.0
Sunsail 37,89,SUNSAIL 46,G,366.0
Sunsail 37,90,SUNSAIL 46,B,367.0
Sunsail 37,91,SUNSAIL 42,F,367.0
Sunsail 37,92,SUNSAIL 42,B,368.0
Sunsail 37,93,SUNSAIL 53,F,368.0
Sunsail 37,94,SUNSAIL 53,E,368.0
Sunsail 37,95,SUNSAIL 46,E,369.0
Sunsail 37,96,SUNSAIL 52,E,369.0
Sunsail 37,97,SUNSAIL 52,D,370.0
Sunsail 37,98,SUNSAIL 56,D,371.0
Sunsail 37,99,SUNSAIL 46,F,372.0
Sunsail 37,100,SUNSAIL 48,B,379.0
Sunsail 37,100,SUNSAIL 46,C,379.0
Sunsail 37,100,SUNSAIL 42,C,379.0
Sunsail 37,100,SUNSAIL 04,B,379.0
Sunsail 37,100,SUNSAIL 43,E,379.0
Sunsail 37,100,SUNSAIL 52,C,379.0
Sunsail 37,100,SUNSAIL 35,C,379.0
Sunsail 37,100,SUNSAIL 55,B,379.0
Sunsail 37,100,SUNSAIL 56,A,379.0
Sunsail 37,100,SUNSAIL 55,A,379.0
Sunsail 37,100,SUNSAIL 46,D,379.0
Sunsail 37,100,SUNSAIL 04,A,379.0
Sunsail 37,100,SUNSAIL 56,E,379.0
Sunsail 37,100,SUNSAIL 64,,379.0
Swallow,1,SKUA,,21.0
Swallow,2,MIGRANT,,21.0
Swallow,3,SOLITUDE,,32.0
Swallow,4,CURLEW,,31.0
Swallow,5,ARCHON,,53.0
Swallow,6,SERENADE,,54.5
Swallow,7,AVOCET,,58.0
Swallow,8,MARENGO,,63.0
Swallow,9,DARTER,,79.5
Swallow,10,MERLIN,,79.0
Swallow,11,BOOMERANG,,82.0
Swallow,12,HARRIER,,86.0
Swallow,13,KINGFISHER,,101.0
TP52,1,RAN,,18.0
TP52,2,RIO,,21.0
TP52,3,STAY CALM,,28.0
TP52,4,PANTHERA,,27.0
TP52,5,HENRI LLOYD,,33.0
TP52,6,JOHN MERRICKS II,,50.0
TP52,7,FLASH GLOVE,,64.0
Victory,1,ZINNIA,,25.0
Victory,2,ZELIA,,23.0
Victory,3,ZEST,,46.0
Victory,4,ZEPHYR,,47.0
Victory,5,CHRISTINA,,45.0
Victory,6,WOOZLE,,48.0
Victory,7,ZARENA,,75.0
Victory,8,VARIETY,,67.0
Victory,9,MINX,,67.0
Victory,10,SIMBA,,71.0
Victory,11,UNITY,,81.0
Victory,12,RIPPLE,,83.0
Victory,13,ZAFIRAH,,94.0
Victory,14,ZINGARA,,112.0
Victory,15,NADA,,131.0
Victory,16,FENELLA,,136.0
X One Design,1,LONE STAR,,114.0
X One Design,2,CATHERINE,,137.0
X One Design,3,CALYPSO,,81.0
X One Design,4,KYPERINI,,80.0
X One Design,5,SWALLOW,,148.0
X One Design,6,QUEST,,74.0
X One Design,7,DIANA,,114.0
X One Design,8,CHARTREUSE,,116.0
X One Design,9,BEATRIX,,164.0
X One Design,10,MORENA,,185.0
X One Design,11,ZOE,,239.0
X One Design,12,THORA,,155.0
X One Design,13,FELIX,,192.0
X One Design,14,LUCREZIA,,245.0
X One Design,15,XL,,213.0
X One Design,16,XENIA,,205.0
X One Design,17,KATHLEEN,,194.0
X One Design,18,XRAY,,160.0
X One Design,19,MOLLYMAWK,,183.0
X One Design,20,JULIA,,224.0
X One Design,21,ARIEL,,231.0
X One Design,22,CORISANDE,,239.5
X One Design,23,RELAXATION,,290.0
X One Design,24,CAROLET,,224.0
X One Design,25,MISCHIEF,,216.0
X One Design,26,PERSEPHONE,,295.0
X One Design,27,MAYDAY,,254.0
X One Design,28,ATHENA,,213.0
X One Design,29,SELIX II,,321.0
X One Design,30,SILHOUETTE,,299.0
X One Design,31,OYSTER,,307.0
X One Design,32,PALASSIE,,339.5
X One Design,33,LASS,,340.0
X One Design,34,XIN BAI,,341.5
X One Design,35,BLUE,,343.0
X One Design,36,SKUA,,320.0
X One Design,37,JEWEL,,315.0
X One Design,38,LARK,,350.0
X One Design,39,EXPEDITIOUS,,364.0
X One Design,40,LEADING WIND,,367.0
X One Design,41,MORVEN,,370.0
X One Design,42,FOXY,,374.0
X One Design,43,JUDY,,379.0
X One Design,44,LA MOUETTE,,381.0
X One Design,45,SAPPHIRE,,383.0
X One Design,46,FIONA,,386.0
X One Design,47,SKIFFLE,,400.0
X One Design,48,PERDIX,,401.0
X One Design,49,MIX,,376.5
X One Design,50,PANDORA,,412.0
X One Design,51,FALCONET,,413.0
X One Design,52,FANTASY,,410.0
X One Design,53,SANS SOUCI,,423.5
X One Design,54,ASTRA,,449.0
X One Design,55,MAGIC DRAGON,,456.0
X One Design,56,TORTOISE,,457.0
X One Design,57,SARANNA,,458.0
X One Design,58,TYPHOON,,463.0
X One Design,59,TING HOW,,470.0
X One Design,60,LIZZ WHIZZ,,473.0
X One Design,61,DOLPHIN,,474.0
X One Design,62,XANADU,,479.0
X One Design,63,HELENA,,488.0
X One Design,64,WHISKEY JOHNNY,,507.0
X One Design,65,ESTELLE,,507.0
X One Design,66,MADCAP,,510.5
X One Design,67,MADAME X,,519.0
X One Design,68,ZEST,,523.0
X One Design,69,AORA,,527.0
X One Design,70,DUX,,528.0
X One Design,71,SOUTHWIND,,533.0
X One Design,72,DOLCE VITA,,537.0
X One Design,73,ILEX,,546.0
X One Design,74,ONWARD,,587.0
X One Design,75,FRIVOL,,592.0
X One Design,76,CLAIR DE LUNE,,596.0
X One Design,77,ZEPHYR,,600.0
X One Design,78,STARLIGHT,,625.0
X One Design,79,CURLEW,,634.0
X One Design,80,PUFFIN,,636.0
Skandia Young Skippers,1,AGAINSTMALARIA.COM,J/80,33.36
Skandia Young Skippers,2,THE APPRENTICE,Class 9 IRC,54.91
Skandia Young Skippers,3,AQUABAT,Squib,99.61
Skandia Young Skippers,4,CURLEW,Swallow,85.98
Skandia Young Skippers,5,BALOO,Laser SB3,173.43
Skandia Young Skippers,6,ECHO,Quarter Ton,142.01
Skandia Young Skippers,7,WHITE HEATHER,Class 8 IRC,128.82
Skandia Young Skippers,8,EDIGITALRESEARCH,Laser SB3,204.16
Skandia Young Skippers,9,AD ASTRA,Mermaid,185.9
Skandia Young Skippers,10,MARENGO,Swallow,174.73
Skandia Young Skippers,11,JOHN MERRICKS II,Class Zero IRC,183.32
Skandia Young Skippers,12,SIRENA,Mermaid,178.16
Skandia Young Skippers,13,RED GAUNTLET II,Redwing,219.12
Skandia Young Skippers,14,CORAFIN,Contessa 32,221.25
Skandia Young Skippers,15,JANE,J/80,248.13
Skandia Young Skippers,16,SIMPLY THE BEST,Class 2 IRC,218.07
Skandia Young Skippers,17,LUCKY LADY,Laser SB3,344.66
Skandia Young Skippers,18,XIN BAI,XOD,381.81
Skandia Young Skippers,19,SKUA,XOD,357.77
Skandia Young Skippers,20,FREELANCE,Etchells,300.53
Skandia Young Skippers,21,HOT SOCKS,Class 2 IRC,366.0
Skandia Young Skippers,22,LIZ WHIZ,Squib,406.35
Skandia Young Skippers,23,ALICE,Squib,430.07
Skandia Young Skippers,24,NO SURRENDER,Laser SB3,535.65
